 - : 1, 0s, 949.59hPa, 26.99°C, 545.00m; (sol) 
 - : 301, 184s, 949.39hPa, 27.78°C, 547.00m; (sol) 
 - : 302, 185s, 949.44hPa, 27.78°C, 546.00m; (sol) 
 - : 303, 185s, 949.46hPa, 27.77°C, 547.00m; (sol) 
 - : 304, 186s, 949.46hPa, 27.75°C, 547.00m; (sol) 
 - : 305, 187s, 949.43hPa, 27.75°C, 547.00m; (sol) 
 - : 306, 187s, 949.41hPa, 27.76°C, 547.00m; (sol) 
 - : 307, 188s, 949.37hPa, 27.75°C, 547.00m; (sol) 
 - : 308, 189s, 949.48hPa, 27.76°C, 547.00m; (sol) 
 - : 309, 189s, 949.41hPa, 27.76°C, 546.00m; (sol) 
 - : 310, 190s, 949.41hPa, 27.77°C, 547.00m; (sol) 
 - : 311, 190s, 949.44hPa, 27.79°C, 546.00m; (sol) 
 - : 312, 191s, 949.44hPa, 27.77°C, 547.00m; (sol) 
 - : 313, 192s, 949.45hPa, 27.76°C, 547.00m; (sol) 
 - : 314, 192s, 949.42hPa, 27.76°C, 547.00m; (sol) 
 - : 315, 193s, 949.49hPa, 27.75°C, 547.00m; (sol) 
 - : 316, 193s, 949.42hPa, 27.76°C, 547.00m; (sol) 
 - : 317, 194s, 949.39hPa, 27.76°C, 546.00m; (sol) 
 - : 318, 195s, 949.49hPa, 27.77°C, 546.00m; (sol) 
 - : 319, 195s, 949.37hPa, 27.77°C, 547.00m; (sol) 
 - : 320, 196s, 949.39hPa, 27.76°C, 547.00m; (sol) 
 - : 321, 196s, 949.35hPa, 27.77°C, 547.00m; (sol) 
 - : 322, 197s, 949.34hPa, 27.79°C, 547.00m; (sol) 
 - : 323, 198s, 949.36hPa, 27.78°C, 547.00m; (sol) 
 - : 324, 198s, 949.45hPa, 27.78°C, 547.00m; (sol) 
 - : 325, 199s, 949.36hPa, 27.80°C, 547.00m; (sol) 
 - : 326, 199s, 949.34hPa, 27.79°C, 547.00m; (sol) 
 - : 327, 200s, 949.30hPa, 27.78°C, 547.00m; (sol) 
 - : 328, 201s, 949.31hPa, 27.76°C, 547.00m; (sol) 
 - : 329, 201s, 949.37hPa, 27.75°C, 548.00m; (sol) 
 - : 330, 202s, 949.34hPa, 27.73°C, 547.00m; (sol) 
 - : 331, 203s, 949.33hPa, 27.72°C, 547.00m; (sol) 
 - : 332, 203s, 949.38hPa, 27.70°C, 546.00m; (sol) 
 - : 333, 204s, 949.38hPa, 27.68°C, 547.00m; (sol) 
 - : 334, 204s, 949.32hPa, 27.68°C, 547.00m; (sol) 
 - : 335, 205s, 949.38hPa, 27.68°C, 547.00m; (sol) 
 - : 336, 206s, 949.35hPa, 27.66°C, 547.00m; (sol) 
 - : 337, 206s, 949.41hPa, 27.62°C, 548.00m; (sol) 
 - : 338, 207s, 949.40hPa, 27.61°C, 547.00m; (sol) 
 - : 339, 207s, 949.36hPa, 27.59°C, 547.00m; (sol) 
 - : 340, 208s, 949.33hPa, 27.54°C, 547.00m; (sol) 
 - : 341, 209s, 949.38hPa, 27.53°C, 546.00m; (sol) 
 - : 342, 209s, 949.36hPa, 27.49°C, 547.00m; (sol) 
 - : 343, 210s, 949.36hPa, 27.51°C, 547.00m; (sol) 
 - : 344, 210s, 949.38hPa, 27.50°C, 547.00m; (sol) 
 - : 345, 211s, 949.36hPa, 27.51°C, 546.00m; (sol) 
 - : 346, 212s, 949.44hPa, 27.53°C, 546.00m; (sol) 
 - : 347, 212s, 949.38hPa, 27.50°C, 547.00m; (sol) 
 - : 348, 213s, 949.38hPa, 27.51°C, 547.00m; (sol) 
 - : 349, 214s, 949.46hPa, 27.50°C, 547.00m; (sol) 
 - : 350, 214s, 949.41hPa, 27.48°C, 546.00m; (sol) 
 - : 351, 215s, 949.40hPa, 27.48°C, 546.00m; (sol) 
 - : 352, 215s, 949.39hPa, 27.47°C, 546.00m; (sol) 
 - : 353, 216s, 949.37hPa, 27.44°C, 546.00m; (sol) 
 - : 354, 217s, 949.40hPa, 27.42°C, 547.00m; (sol) 
 - : 355, 217s, 949.39hPa, 27.41°C, 547.00m; (sol) 
 - : 356, 218s, 949.43hPa, 27.40°C, 546.00m; (sol) 
 - : 357, 218s, 949.40hPa, 27.40°C, 546.00m; (sol) 
 - : 358, 219s, 949.40hPa, 27.40°C, 546.00m; (sol) 
 - : 359, 220s, 949.41hPa, 27.39°C, 547.00m; (sol) 
 - : 360, 220s, 949.41hPa, 27.37°C, 547.00m; (sol) 
 - : 361, 221s, 949.36hPa, 27.35°C, 547.00m; (sol) 
 - : 362, 222s, 949.39hPa, 27.33°C, 548.00m; (sol) 
 - : 363, 222s, 949.35hPa, 27.31°C, 547.00m; (sol) 
 - : 364, 223s, 949.42hPa, 27.30°C, 547.00m; (sol) 
 - : 365, 223s, 949.41hPa, 27.27°C, 547.00m; (sol) 
 - : 366, 224s, 949.44hPa, 27.25°C, 547.00m; (sol) 
 - : 367, 225s, 949.43hPa, 27.27°C, 546.00m; (sol) 
 - : 368, 225s, 949.35hPa, 27.25°C, 547.00m; (sol) 
 - : 369, 226s, 949.46hPa, 27.23°C, 546.00m; (sol) 
 - : 370, 226s, 949.40hPa, 27.23°C, 546.00m; (sol) 
 - : 371, 227s, 949.44hPa, 27.22°C, 547.00m; (sol) 
 - : 372, 228s, 949.47hPa, 27.20°C, 546.00m; (sol) 
 - : 373, 228s, 949.42hPa, 27.20°C, 546.00m; (sol) 
 - : 374, 229s, 949.46hPa, 27.19°C, 546.00m; (sol) 
 - : 375, 230s, 949.43hPa, 27.17°C, 546.00m; (sol) 
 - : 376, 230s, 949.50hPa, 27.18°C, 547.00m; (sol) 
 - : 377, 231s, 949.44hPa, 27.15°C, 547.00m; (sol) 
 - : 378, 231s, 949.44hPa, 27.14°C, 546.00m; (sol) 
 - : 379, 232s, 949.42hPa, 27.12°C, 546.00m; (sol) 
 - : 380, 233s, 949.47hPa, 27.14°C, 546.00m; (sol) 
 - : 381, 233s, 949.47hPa, 27.14°C, 547.00m; (sol) 
 - : 382, 234s, 949.44hPa, 27.14°C, 546.00m; (sol) 
 - : 383, 235s, 949.55hPa, 27.13°C, 547.00m; (sol) 
 - : 384, 235s, 949.49hPa, 27.14°C, 546.00m; (sol) 
 - : 385, 236s, 949.47hPa, 27.12°C, 546.00m; (sol) 
 - : 386, 236s, 949.45hPa, 27.11°C, 546.00m; (sol) 
 - : 387, 237s, 949.44hPa, 27.12°C, 547.00m; (sol) 
 - : 388, 238s, 949.47hPa, 27.10°C, 547.00m; (sol) 
 - : 389, 238s, 949.42hPa, 27.09°C, 546.00m; (sol) 
 - : 390, 239s, 949.42hPa, 27.09°C, 546.00m; (sol) 
 - : 391, 239s, 949.45hPa, 27.08°C, 546.00m; (sol) 
 - : 392, 240s, 949.44hPa, 27.06°C, 546.00m; (sol) 
 - : 393, 241s, 949.47hPa, 27.06°C, 546.00m; (sol) 
 - : 394, 241s, 949.50hPa, 27.07°C, 546.00m; (sol) 
 - : 395, 242s, 949.55hPa, 27.06°C, 546.00m; (sol) 
 - : 396, 242s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 397, 243s, 949.48hPa, 27.07°C, 546.00m; (sol) 
 - : 398, 244s, 949.47hPa, 27.08°C, 546.00m; (sol) 
 - : 399, 244s, 949.44hPa, 27.08°C, 546.00m; (sol) 
 - : 400, 245s, 949.52hPa, 27.09°C, 546.00m; (sol) 
 - : 401, 245s, 949.49hPa, 27.09°C, 546.00m; (sol) 
 - : 402, 246s, 949.52hPa, 27.09°C, 546.00m; (sol) 
 - : 403, 247s, 949.47hPa, 27.10°C, 546.00m; (sol) 
 - : 404, 247s, 949.50hPa, 27.08°C, 546.00m; (sol) 
 - : 405, 248s, 949.50hPa, 27.08°C, 546.00m; (sol) 
 - : 406, 248s, 949.56hPa, 27.08°C, 546.00m; (sol) 
 - : 407, 249s, 949.45hPa, 27.09°C, 546.00m; (sol) 
 - : 408, 250s, 949.53hPa, 27.10°C, 546.00m; (sol) 
 - : 409, 250s, 949.48hPa, 27.09°C, 546.00m; (sol) 
 - : 410, 251s, 949.46hPa, 27.08°C, 546.00m; (sol) 
 - : 411, 252s, 949.48hPa, 27.07°C, 546.00m; (sol) 
 - : 412, 252s, 949.48hPa, 27.08°C, 546.00m; (sol) 
 - : 413, 253s, 949.47hPa, 27.08°C, 546.00m; (sol) 
 - : 414, 253s, 949.43hPa, 27.07°C, 546.00m; (sol) 
 - : 415, 254s, 949.44hPa, 27.06°C, 546.00m; (sol) 
 - : 416, 255s, 949.45hPa, 27.07°C, 547.00m; (sol) 
 - : 417, 255s, 949.44hPa, 27.06°C, 546.00m; (sol) 
 - : 418, 256s, 949.45hPa, 27.05°C, 546.00m; (sol) 
 - : 419, 256s, 949.51hPa, 27.05°C, 546.00m; (sol) 
 - : 420, 257s, 949.43hPa, 27.04°C, 545.00m; (sol) 
 - : 421, 258s, 949.42hPa, 27.01°C, 546.00m; (sol) 
 - : 422, 258s, 949.53hPa, 26.99°C, 546.00m; (sol) 
 - : 423, 259s, 949.44hPa, 26.99°C, 546.00m; (sol) 
 - : 424, 260s, 949.53hPa, 27.00°C, 546.00m; (sol) 
 - : 425, 260s, 949.49hPa, 27.00°C, 547.00m; (sol) 
 - : 426, 261s, 949.48hPa, 26.99°C, 546.00m; (sol) 
 - : 427, 261s, 949.49hPa, 27.00°C, 546.00m; (sol) 
 - : 428, 262s, 949.47hPa, 26.97°C, 546.00m; (sol) 
 - : 429, 263s, 949.51hPa, 26.97°C, 546.00m; (sol) 
 - : 430, 263s, 949.49hPa, 26.96°C, 546.00m; (sol) 
 - : 431, 264s, 949.50hPa, 26.95°C, 546.00m; (sol) 
 - : 432, 264s, 949.56hPa, 26.95°C, 546.00m; (sol) 
 - : 433, 265s, 949.51hPa, 26.95°C, 546.00m; (sol) 
 - : 434, 266s, 949.54hPa, 26.95°C, 546.00m; (sol) 
 - : 435, 266s, 949.54hPa, 26.95°C, 546.00m; (sol) 
 - : 436, 267s, 949.48hPa, 26.95°C, 546.00m; (sol) 
 - : 437, 267s, 949.45hPa, 26.95°C, 545.00m; (sol) 
 - : 438, 268s, 949.52hPa, 26.94°C, 546.00m; (sol) 
 - : 439, 269s, 949.47hPa, 26.93°C, 546.00m; (sol) 
 - : 440, 269s, 949.48hPa, 26.93°C, 546.00m; (sol) 
 - : 441, 270s, 949.53hPa, 26.93°C, 546.00m; (sol) 
 - : 442, 271s, 949.50hPa, 26.93°C, 546.00m; (sol) 
 - : 443, 271s, 949.54hPa, 26.93°C, 546.00m; (sol) 
 - : 444, 272s, 949.51hPa, 26.92°C, 545.00m; (sol) 
 - : 445, 272s, 949.52hPa, 26.92°C, 546.00m; (sol) 
 - : 446, 273s, 949.46hPa, 26.94°C, 546.00m; (sol) 
 - : 447, 274s, 949.50hPa, 26.95°C, 546.00m; (sol) 
 - : 448, 274s, 949.47hPa, 26.94°C, 545.00m; (sol) 
 - : 449, 275s, 949.48hPa, 26.93°C, 546.00m; (sol) 
 - : 450, 276s, 949.48hPa, 26.93°C, 546.00m; (sol) 
 - : 451, 276s, 949.50hPa, 26.91°C, 546.00m; (sol) 
 - : 452, 277s, 949.58hPa, 26.92°C, 546.00m; (sol) 
 - : 453, 277s, 949.54hPa, 26.92°C, 546.00m; (sol) 
 - : 454, 278s, 949.48hPa, 26.91°C, 546.00m; (sol) 
 - : 455, 279s, 949.49hPa, 26.92°C, 545.00m; (sol) 
 - : 456, 279s, 949.55hPa, 26.94°C, 546.00m; (sol) 
 - : 457, 280s, 949.49hPa, 26.94°C, 546.00m; (sol) 
 - : 458, 281s, 949.51hPa, 26.93°C, 546.00m; (sol) 
 - : 459, 281s, 949.54hPa, 26.92°C, 546.00m; (sol) 
 - : 460, 282s, 949.50hPa, 26.95°C, 546.00m; (sol) 
 - : 461, 282s, 949.50hPa, 26.94°C, 546.00m; (sol) 
 - : 462, 283s, 949.48hPa, 26.95°C, 546.00m; (sol) 
 - : 463, 284s, 949.45hPa, 26.95°C, 545.00m; (sol) 
 - : 464, 284s, 949.48hPa, 26.97°C, 546.00m; (sol) 
 - : 465, 285s, 949.57hPa, 26.99°C, 546.00m; (sol) 
 - : 466, 285s, 949.50hPa, 26.99°C, 545.00m; (sol) 
 - : 467, 286s, 949.57hPa, 27.00°C, 546.00m; (sol) 
 - : 468, 287s, 949.54hPa, 27.01°C, 546.00m; (sol) 
 - : 469, 287s, 949.52hPa, 27.02°C, 546.00m; (sol) 
 - : 470, 288s, 949.42hPa, 27.03°C, 546.00m; (sol) 
 - : 471, 288s, 949.50hPa, 27.02°C, 546.00m; (sol) 
 - : 472, 289s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 473, 290s, 949.50hPa, 27.06°C, 546.00m; (sol) 
 - : 474, 290s, 949.52hPa, 27.06°C, 546.00m; (sol) 
 - : 475, 291s, 949.46hPa, 27.05°C, 545.00m; (sol) 
 - : 476, 291s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 477, 292s, 949.44hPa, 27.04°C, 546.00m; (sol) 
 - : 478, 293s, 949.50hPa, 27.04°C, 546.00m; (sol) 
 - : 479, 293s, 949.51hPa, 27.05°C, 546.00m; (sol) 
 - : 480, 294s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 481, 294s, 949.51hPa, 27.05°C, 546.00m; (sol) 
 - : 482, 295s, 949.46hPa, 27.06°C, 546.00m; (sol) 
 - : 483, 296s, 949.50hPa, 27.07°C, 546.00m; (sol) 
 - : 484, 296s, 949.48hPa, 27.07°C, 545.00m; (sol) 
 - : 485, 297s, 949.54hPa, 27.07°C, 546.00m; (sol) 
 - : 486, 297s, 949.52hPa, 27.08°C, 546.00m; (sol) 
 - : 487, 298s, 949.51hPa, 27.07°C, 546.00m; (sol) 
 - : 488, 299s, 949.48hPa, 27.07°C, 546.00m; (sol) 
 - : 489, 299s, 949.48hPa, 27.08°C, 546.00m; (sol) 
 - : 490, 300s, 949.48hPa, 27.08°C, 546.00m; (sol) 
 - : 491, 301s, 949.49hPa, 27.08°C, 546.00m; (sol) 
 - : 492, 301s, 949.53hPa, 27.07°C, 546.00m; (sol) 
 - : 493, 302s, 949.47hPa, 27.06°C, 546.00m; (sol) 
 - : 494, 302s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 495, 303s, 949.49hPa, 27.06°C, 546.00m; (sol) 
 - : 496, 304s, 949.49hPa, 27.06°C, 546.00m; (sol) 
 - : 497, 304s, 949.50hPa, 27.06°C, 546.00m; (sol) 
 - : 498, 305s, 949.47hPa, 27.02°C, 546.00m; (sol) 
 - : 499, 305s, 949.52hPa, 27.02°C, 546.00m; (sol) 
 - : 500, 306s, 949.49hPa, 27.01°C, 546.00m; (sol) 
 - : 501, 307s, 949.48hPa, 27.01°C, 546.00m; (sol) 
 - : 502, 307s, 949.43hPa, 27.01°C, 546.00m; (sol) 
 - : 503, 308s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 504, 309s, 949.45hPa, 27.03°C, 546.00m; (sol) 
 - : 505, 309s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 506, 310s, 949.51hPa, 27.03°C, 546.00m; (sol) 
 - : 507, 310s, 949.51hPa, 27.03°C, 546.00m; (sol) 
 - : 508, 311s, 949.51hPa, 27.01°C, 545.00m; (sol) 
 - : 509, 312s, 949.54hPa, 27.03°C, 546.00m; (sol) 
 - : 510, 312s, 949.43hPa, 27.01°C, 546.00m; (sol) 
 - : 511, 313s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 512, 313s, 949.46hPa, 27.04°C, 546.00m; (sol) 
 - : 513, 314s, 949.51hPa, 27.05°C, 545.00m; (sol) 
 - : 514, 315s, 949.51hPa, 27.05°C, 545.00m; (sol) 
 - : 515, 315s, 949.52hPa, 27.06°C, 546.00m; (sol) 
 - : 516, 316s, 949.49hPa, 27.06°C, 546.00m; (sol) 
 - : 517, 317s, 949.49hPa, 27.06°C, 546.00m; (sol) 
 - : 518, 317s, 949.49hPa, 27.06°C, 546.00m; (sol) 
 - : 519, 318s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 520, 318s, 949.45hPa, 27.05°C, 546.00m; (sol) 
 - : 521, 319s, 949.45hPa, 27.07°C, 546.00m; (sol) 
 - : 522, 320s, 949.50hPa, 27.06°C, 546.00m; (sol) 
 - : 523, 320s, 949.48hPa, 27.07°C, 546.00m; (sol) 
 - : 524, 321s, 949.43hPa, 27.08°C, 546.00m; (sol) 
 - : 525, 322s, 949.52hPa, 27.06°C, 546.00m; (sol) 
 - : 526, 322s, 949.43hPa, 27.07°C, 546.00m; (sol) 
 - : 527, 323s, 949.46hPa, 27.08°C, 546.00m; (sol) 
 - : 528, 323s, 949.49hPa, 27.08°C, 546.00m; (sol) 
 - : 529, 324s, 949.52hPa, 27.08°C, 546.00m; (sol) 
 - : 530, 325s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 531, 325s, 949.47hPa, 27.06°C, 546.00m; (sol) 
 - : 532, 326s, 949.49hPa, 27.04°C, 546.00m; (sol) 
 - : 533, 326s, 949.49hPa, 27.04°C, 546.00m; (sol) 
 - : 534, 327s, 949.44hPa, 27.02°C, 546.00m; (sol) 
 - : 535, 328s, 949.47hPa, 27.02°C, 546.00m; (sol) 
 - : 536, 328s, 949.50hPa, 27.02°C, 546.00m; (sol) 
 - : 537, 329s, 949.51hPa, 27.03°C, 546.00m; (sol) 
 - : 538, 330s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 539, 330s, 949.44hPa, 27.04°C, 546.00m; (sol) 
 - : 540, 331s, 949.50hPa, 27.04°C, 547.00m; (sol) 
 - : 541, 331s, 949.54hPa, 27.03°C, 546.00m; (sol) 
 - : 542, 332s, 949.53hPa, 27.05°C, 546.00m; (sol) 
 - : 543, 333s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 544, 333s, 949.50hPa, 27.06°C, 546.00m; (sol) 
 - : 545, 334s, 949.52hPa, 27.06°C, 546.00m; (sol) 
 - : 546, 334s, 949.50hPa, 27.07°C, 546.00m; (sol) 
 - : 547, 335s, 949.46hPa, 27.08°C, 546.00m; (sol) 
 - : 548, 336s, 949.44hPa, 27.06°C, 546.00m; (sol) 
 - : 549, 336s, 949.43hPa, 27.06°C, 546.00m; (sol) 
 - : 550, 337s, 949.48hPa, 27.05°C, 546.00m; (sol) 
 - : 551, 337s, 949.46hPa, 27.06°C, 546.00m; (sol) 
 - : 552, 338s, 949.41hPa, 27.04°C, 547.00m; (sol) 
 - : 553, 339s, 949.43hPa, 27.05°C, 546.00m; (sol) 
 - : 554, 339s, 949.43hPa, 27.05°C, 547.00m; (sol) 
 - : 555, 340s, 949.47hPa, 27.04°C, 546.00m; (sol) 
 - : 556, 340s, 949.46hPa, 27.04°C, 546.00m; (sol) 
 - : 557, 341s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 558, 342s, 949.51hPa, 27.03°C, 546.00m; (sol) 
 - : 559, 342s, 949.46hPa, 27.02°C, 546.00m; (sol) 
 - : 560, 343s, 949.43hPa, 27.04°C, 546.00m; (sol) 
 - : 561, 344s, 949.40hPa, 27.03°C, 546.00m; (sol) 
 - : 562, 344s, 949.46hPa, 27.04°C, 546.00m; (sol) 
 - : 563, 345s, 949.50hPa, 27.02°C, 546.00m; (sol) 
 - : 564, 345s, 949.48hPa, 27.01°C, 546.00m; (sol) 
 - : 565, 346s, 949.54hPa, 27.01°C, 546.00m; (sol) 
 - : 566, 347s, 949.41hPa, 27.02°C, 546.00m; (sol) 
 - : 567, 347s, 949.51hPa, 27.03°C, 546.00m; (sol) 
 - : 568, 348s, 949.44hPa, 27.04°C, 546.00m; (sol) 
 - : 569, 348s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 570, 349s, 949.48hPa, 27.03°C, 546.00m; (sol) 
 - : 571, 350s, 949.43hPa, 27.04°C, 547.00m; (sol) 
 - : 572, 350s, 949.46hPa, 27.03°C, 546.00m; (sol) 
 - : 573, 351s, 949.48hPa, 27.01°C, 546.00m; (sol) 
 - : 574, 351s, 949.41hPa, 26.98°C, 547.00m; (sol) 
 - : 575, 352s, 949.45hPa, 26.97°C, 546.00m; (sol) 
 - : 576, 353s, 949.43hPa, 26.98°C, 546.00m; (sol) 
 - : 577, 353s, 949.38hPa, 26.98°C, 546.00m; (sol) 
 - : 578, 354s, 949.44hPa, 26.96°C, 547.00m; (sol) 
 - : 579, 355s, 949.49hPa, 26.96°C, 546.00m; (sol) 
 - : 580, 355s, 949.42hPa, 26.93°C, 546.00m; (sol) 
 - : 581, 356s, 949.50hPa, 26.94°C, 547.00m; (sol) 
 - : 582, 356s, 949.45hPa, 26.95°C, 546.00m; (sol) 
 - : 583, 357s, 949.46hPa, 26.96°C, 546.00m; (sol) 
 - : 584, 358s, 949.46hPa, 26.98°C, 546.00m; (sol) 
 - : 585, 358s, 949.51hPa, 26.99°C, 546.00m; (sol) 
 - : 586, 359s, 949.44hPa, 27.00°C, 546.00m; (sol) 
 - : 587, 359s, 949.47hPa, 26.98°C, 546.00m; (sol) 
 - : 588, 360s, 949.49hPa, 26.98°C, 546.00m; (sol) 
 - : 589, 361s, 949.41hPa, 26.98°C, 546.00m; (sol) 
 - : 590, 361s, 949.41hPa, 26.98°C, 546.00m; (sol) 
 - : 591, 362s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 592, 363s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 593, 363s, 949.44hPa, 26.99°C, 546.00m; (sol) 
 - : 594, 364s, 949.45hPa, 26.97°C, 546.00m; (sol) 
 - : 595, 364s, 949.44hPa, 26.98°C, 546.00m; (sol) 
 - : 596, 365s, 949.47hPa, 26.98°C, 546.00m; (sol) 
 - : 597, 366s, 949.49hPa, 26.98°C, 546.00m; (sol) 
 - : 598, 366s, 949.44hPa, 26.98°C, 546.00m; (sol) 
 - : 599, 367s, 949.45hPa, 26.97°C, 546.00m; (sol) 
 - : 600, 367s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 601, 368s, 949.51hPa, 27.01°C, 546.00m; (sol) 
 - : 602, 369s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 603, 369s, 949.50hPa, 27.00°C, 546.00m; (sol) 
 - : 604, 370s, 949.44hPa, 27.00°C, 546.00m; (sol) 
 - : 605, 371s, 949.39hPa, 26.99°C, 546.00m; (sol) 
 - : 606, 371s, 949.42hPa, 26.99°C, 546.00m; (sol) 
 - : 607, 372s, 949.52hPa, 27.00°C, 547.00m; (sol) 
 - : 608, 372s, 949.46hPa, 27.00°C, 547.00m; (sol) 
 - : 609, 373s, 949.44hPa, 27.00°C, 546.00m; (sol) 
 - : 610, 374s, 949.43hPa, 27.00°C, 546.00m; (sol) 
 - : 611, 374s, 949.49hPa, 27.01°C, 546.00m; (sol) 
 - : 612, 375s, 949.50hPa, 27.00°C, 547.00m; (sol) 
 - : 613, 376s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 614, 376s, 949.38hPa, 27.00°C, 547.00m; (sol) 
 - : 615, 377s, 949.46hPa, 27.00°C, 546.00m; (sol) 
 - : 616, 377s, 949.44hPa, 26.98°C, 546.00m; (sol) 
 - : 617, 378s, 949.37hPa, 26.97°C, 547.00m; (sol) 
 - : 618, 379s, 949.43hPa, 26.98°C, 547.00m; (sol) 
 - : 619, 379s, 949.46hPa, 26.98°C, 547.00m; (sol) 
 - : 620, 380s, 949.44hPa, 26.94°C, 547.00m; (sol) 
 - : 621, 380s, 949.43hPa, 26.92°C, 546.00m; (sol) 
 - : 622, 381s, 949.43hPa, 26.92°C, 547.00m; (sol) 
 - : 623, 382s, 949.38hPa, 26.90°C, 546.00m; (sol) 
 - : 624, 382s, 949.40hPa, 26.90°C, 546.00m; (sol) 
 - : 625, 383s, 949.47hPa, 26.89°C, 546.00m; (sol) 
 - : 626, 383s, 949.43hPa, 26.90°C, 546.00m; (sol) 
 - : 627, 384s, 949.45hPa, 26.89°C, 546.00m; (sol) 
 - : 628, 385s, 949.46hPa, 26.86°C, 547.00m; (sol) 
 - : 629, 385s, 949.46hPa, 26.86°C, 547.00m; (sol) 
 - : 630, 386s, 949.42hPa, 26.85°C, 546.00m; (sol) 
 - : 631, 386s, 949.45hPa, 26.85°C, 546.00m; (sol) 
 - : 632, 387s, 949.51hPa, 26.85°C, 546.00m; (sol) 
 - : 633, 388s, 949.54hPa, 26.85°C, 546.00m; (sol) 
 - : 634, 388s, 949.49hPa, 26.84°C, 546.00m; (sol) 
 - : 635, 389s, 949.44hPa, 26.85°C, 546.00m; (sol) 
 - : 636, 389s, 949.45hPa, 26.84°C, 546.00m; (sol) 
 - : 637, 390s, 949.42hPa, 26.82°C, 546.00m; (sol) 
 - : 638, 391s, 949.44hPa, 26.81°C, 546.00m; (sol) 
 - : 639, 391s, 949.49hPa, 26.81°C, 546.00m; (sol) 
 - : 640, 392s, 949.47hPa, 26.81°C, 546.00m; (sol) 
 - : 641, 393s, 949.47hPa, 26.81°C, 546.00m; (sol) 
 - : 642, 393s, 949.44hPa, 26.81°C, 546.00m; (sol) 
 - : 643, 394s, 949.44hPa, 26.81°C, 547.00m; (sol) 
 - : 644, 394s, 949.44hPa, 26.81°C, 546.00m; (sol) 
 - : 645, 395s, 949.45hPa, 26.82°C, 546.00m; (sol) 
 - : 646, 396s, 949.50hPa, 26.83°C, 546.00m; (sol) 
 - : 647, 396s, 949.49hPa, 26.83°C, 546.00m; (sol) 
 - : 648, 397s, 949.44hPa, 26.83°C, 546.00m; (sol) 
 - : 649, 397s, 949.44hPa, 26.85°C, 546.00m; (sol) 
 - : 650, 398s, 949.44hPa, 26.85°C, 546.00m; (sol) 
 - : 651, 399s, 949.44hPa, 26.87°C, 546.00m; (sol) 
 - : 652, 399s, 949.42hPa, 26.87°C, 546.00m; (sol) 
 - : 653, 400s, 949.43hPa, 26.88°C, 546.00m; (sol) 
 - : 654, 400s, 949.46hPa, 26.88°C, 546.00m; (sol) 
 - : 655, 401s, 949.41hPa, 26.89°C, 547.00m; (sol) 
 - : 656, 402s, 949.43hPa, 26.90°C, 547.00m; (sol) 
 - : 657, 402s, 949.40hPa, 26.90°C, 546.00m; (sol) 
 - : 658, 403s, 949.46hPa, 26.90°C, 546.00m; (sol) 
 - : 659, 404s, 949.41hPa, 26.91°C, 546.00m; (sol) 
 - : 660, 404s, 949.43hPa, 26.92°C, 547.00m; (sol) 
 - : 661, 405s, 949.41hPa, 26.91°C, 546.00m; (sol) 
 - : 662, 405s, 949.44hPa, 26.91°C, 546.00m; (sol) 
 - : 663, 406s, 949.45hPa, 26.92°C, 546.00m; (sol) 
 - : 664, 407s, 949.46hPa, 26.92°C, 546.00m; (sol) 
 - : 665, 407s, 949.42hPa, 26.93°C, 546.00m; (sol) 
 - : 666, 408s, 949.45hPa, 26.93°C, 546.00m; (sol) 
 - : 667, 408s, 949.49hPa, 26.94°C, 546.00m; (sol) 
 - : 668, 409s, 949.45hPa, 26.93°C, 547.00m; (sol) 
 - : 669, 410s, 949.44hPa, 26.94°C, 546.00m; (sol) 
 - : 670, 410s, 949.44hPa, 26.94°C, 546.00m; (sol) 
 - : 671, 411s, 949.40hPa, 26.95°C, 547.00m; (sol) 
 - : 672, 412s, 949.49hPa, 26.96°C, 546.00m; (sol) 
 - : 673, 412s, 949.54hPa, 26.95°C, 546.00m; (sol) 
 - : 674, 413s, 949.48hPa, 26.97°C, 546.00m; (sol) 
 - : 675, 413s, 949.49hPa, 26.98°C, 546.00m; (sol) 
 - : 676, 414s, 949.45hPa, 26.99°C, 546.00m; (sol) 
 - : 677, 415s, 949.44hPa, 27.00°C, 546.00m; (sol) 
